Last Scraped,Street,State,Latitude,Longitude,Room Type,Accommodates,Bathrooms,Bedrooms,Monthly Price,Cleaning Fee,Host Age
2017-04-08,"La Latina, Madrid, Comunidad de Madrid 28012, Spain",Comunidad de Madrid,-0.018831933036239267,0.01057614464471649,Private room,-0.609286610075912,4.135891765522813,-0.38162674884839515,-0.08797109903969602,-0.5855823227918767,0.14284447201473516
2017-04-08,"Madrid, Madrid 28004, Spain",Madrid,-0.015154734923402505,0.01088107644894175,Entire home/apt,0.344356945671412,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.5855823227918767,-1.6771911283109366
2017-05-08,"Neukölln, Berlin, Berlin 12045, Germany",Berlin,2.5824288088158966,1.2250212080508676,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.20913290525557998,0.14284447201473516
2017-04-08,"La Latina, Madrid, Comunidad de Madrid 28005, Spain",Comunidad de Madrid,-0.01836905244519,0.010303479573180438,Shared room,-1.086108387949574,1.0940306608401227,-0.38162674884839515,-0.08797109903969602,0.041833373101951156,-1.6771911283109366
2017-03-15,"Santanyí, Balearic Islands 07660, Spain",Balearic Islands,-0.24350708113767078,0.5018547887164069,Entire home/apt,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,0.6386465462016971,-0.16730519219599146,0.14284447201473516
2017-04-08,"Delicias, Madrid, Comunidad de Madrid 28045, Spain",Comunidad de Madrid,-0.02137018075750948,0.01169183629610901,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-1.218265213859641,-0.16730519219599146,0.14284447201473516
2017-04-08,"Madrid, Comunidad de Madrid 28007, Spain",Comunidad de Madrid,-0.01681874821019185,0.013675015808545094,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,0.14284447201473516
2017-04-06,"Panthéon, Paris, Île-de-France 75005, France",Île-de-France,1.798897679403273,0.43979043553806557,Entire home/apt,0.344356945671412,-0.42689989150122265,0.7302288293064007,-0.08797109903969602,1.714941895485492,1.3562015388985162
2017-04-08,"Malasaña, Madrid, Comunidad de Madrid 28004, Spain",Comunidad de Madrid,-0.016640476637300873,0.011051871685086052,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-1.0038594533877618,-0.46383406142715544
2017-04-08,"Sol, Madrid, Community of Madrid 28005, Spain",Community of Madrid,-0.017950502899747398,0.010721688741683106,Entire home/apt,0.344356945671412,-0.42689989150122265,-1.493482327003191,-0.08797109903969602,0.8783876342937216,0.14284447201473516
2017-04-08,"Justicia, Madrid, Comunidad de Madrid 28004, Spain",Comunidad de Madrid,-0.01581236682403249,0.011230671922939292,Entire home/apt,0.344356945671412,-0.42689989150122265,-0.38162674884839515,0.9615877218645386,-0.16730519219599146,-0.46383406142715544
2017-04-08,"Madrid, Comunidad de Madrid, Spain",Comunidad de Madrid,-0.00824835123675069,0.012504953013436695,Entire home/apt,0.344356945671412,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,0.041833373101951156,-1.070512594869046
2017-04-08,"Hispanoamérica, Madrid, Comunidad de Madrid 28016, Spain",Comunidad de Madrid,-0.009513783299550816,0.013038616357882837,Entire home/apt,-0.609286610075912,-0.42689989150122265,-1.493482327003191,-0.08797109903969602,0.4601105036978364,0.14284447201473516
2017-05-09,"Agios Nikolaos, Athina, 104 45, Greece",Unknown,-0.5377207895911427,1.9530033579841357,Entire home/apt,1.2980005014187361,-0.42689989150122265,0.7302288293064007,-1.024500508461936,0.5437659298170134,0.14284447201473516
2017-04-08,"Madrid, Comunidad de Madrid 28004, Spain",Comunidad de Madrid,-0.016352036696193308,0.011378761050265548,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.5855823227918767,0.14284447201473516
2017-04-08,"Pacifico, Madrid, Community of Madrid 28007, Spain",Community of Madrid,-0.019648270543082238,0.012936460272109462,Private room,-1.086108387949574,-0.42689989150122265,-0.38162674884839515,-1.3393681547332066,-0.16730519219599146,0.14284447201473516
2017-04-08,"Trafalgar, Madrid, Community of Madrid 28010, Spain",Community of Madrid,-0.014358959300506315,0.011070262714697948,Entire home/apt,2.2516440571660605,1.0940306608401227,1.8420844074611964,7.7917935871336335,0.041833373101951156,1.962880072340407
2017-04-08,"Palacio, Madrid, Comunidad de Madrid 28013, Spain",Comunidad de Madrid,-0.016310468530516608,0.01037144797154762,Private room,-0.609286610075912,1.0940306608401227,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,-1.070512594869046
2017-04-08,"Almagro, Madrid, Comunidad de Madrid 28010, Spain",Comunidad de Madrid,-0.013888104305360747,0.011484054086120523,Private room,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,1.3562015388985162
2017-04-08,"Almagro, Madrid, Comunidad de Madrid 28010, Spain",Comunidad de Madrid,-0.013426639261077533,0.011515568370146584,Entire home/apt,-0.13246483220225003,-0.42689989150122265,-1.493482327003191,-0.08797109903969602,-0.16730519219599146,0.14284447201473516
2017-04-08,"Madrid, Comunidad de Madrid 28019, Spain",Comunidad de Madrid,-0.02180255639396863,0.010112840284315987,Private room,-1.086108387949574,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,-0.46383406142715544
2017-04-08,"Madrid, Community of Madrid, Spain",Community of Madrid,-0.01566596836261699,0.010901980910997422,Entire home/apt,0.344356945671412,1.0940306608401227,0.7302288293064007,-0.08797109903969602,0.2927996514594823,-1.6771911283109366
2017-04-08,"La Latina, Madrid, Comunidad de Madrid 28005, Spain",Comunidad de Madrid,-0.01824884155736316,0.010616386473011826,Private room,-1.086108387949574,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,-0.46383406142715544
2017-04-08,"La Latina, Madrid, Comunidad de Madrid 28005, Spain",Comunidad de Madrid,-0.01908327818197265,0.010749154625023995,Entire home/apt,-0.609286610075912,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,0.14284447201473516
2017-04-08,"Nueva España, Madrid, Community of Madrid 28016, Spain",Community of Madrid,-0.007383203785205963,0.013432603984851198,Private room,-0.609286610075912,0.33356538466945,-0.38162674884839515,-0.41091227470253744,-0.16730519219599146,1.3562015388985162
2017-04-08,"La Latina, Madrid, Community of Madrid 28005, Spain",Community of Madrid,-0.01897259712337907,0.010818318253678832,Entire home/apt,0.344356945671412,-0.42689989150122265,-0.38162674884839515,0.5579112522859868,0.041833373101951156,0.14284447201473516
2017-04-08,"Hortaleza, Madrid, Comunidad de Madrid 28043, Spain",Comunidad de Madrid,-0.006948012708578633,0.01622694394229261,Private room,-1.086108387949574,-0.42689989150122265,-0.38162674884839515,-1.1294563905523596,-0.16730519219599146,-0.46383406142715544
2017-04-08,"Palacio, Madrid, Comunidad de Madrid 28013, Spain",Comunidad de Madrid,-0.01668783646758236,0.01029640366811558,Entire home/apt,0.821178723545074,2.614961213181468,1.8420844074611964,-0.08797109903969602,1.8404250346642574,0.14284447201473516
2017-04-08,"Argüelles, Madrid, Comunidad de Madrid 28008, Spain",Comunidad de Madrid,-0.015676015675332992,0.010277326352249185,Shared room,3.2052876129133843,-0.42689989150122265,-0.38162674884839515,-0.08797109903969602,-0.16730519219599146,-1.070512594869046
